id;total_service_orders;total_volume;total_weight;total_finished_service_orders;days_to_start;days_to_accept;total_pickup_problems;total_delivery_problems
464801;3;0.024;2.16;3;0 days 00:01:33;0 days 00:00:01;0;3
464807;78;0.7800000000000005;21.059999999999974;78;0 days 12:23:36;0 days 01:01:30;0;0
464810;50;0.5000000000000002;0.0;50;0 days 14:13:20;0 days 00:13:37;0;0
464802;3;0.03;0.78;3;0 days 00:00:32;0 days 00:00:40;0;3
463948;130;3.5559999999999965;410.558;126;2 days 11:48:39;0 days 01:48:07;28;28
463955;102;2.266000000000001;240.796;100;0 days 14:41:28;1 days 21:59:36;6;6
463970;85;2.0000000000000004;139.69000000000003;85;2 days 10:25:19;0 days 00:06:50;4;13
464005;108;2.5799999999999996;287.296;106;2 days 10:26:34;0 days 00:05:44;8;10
463947;128;3.5599999999999974;358.396;128;2 days 11:04:39;0 days 00:04:57;4;10
463979;86;2.1280000000000006;110.23399999999998;86;2 days 10:36:12;0 days 00:07:11;4;16
464009;74;1.6020000000000005;114.586;74;2 days 12:34:15;0 days 00:04:35;0;6
463977;74;1.8000000000000007;94.696;72;2 days 09:49:30;0 days 02:05:35;2;2
463961;74;1.5800000000000005;149.626;74;2 days 11:00:48;0 days 00:36:32;6;6
464000;76;2.5720000000000005;80.042;76;2 days 03:53:21;0 days 05:46:50;4;4
464035;5;2.338;480.878;5;0 days 11:34:38;0 days 19:39:47;0;0
464021;8;0.41400000000000003;86.352;8;0 days 14:25:37;0 days 17:35:28;0;0
464015;2;0.006;0.34;2;0 days 00:00:34;0 days 00:00:02;0;2
464028;9;1.2299999999999998;257.786;9;0 days 13:19:18;0 days 17:55:20;0;0
464017;4;0.04;1.264;4;0 days 00:01:25;0 days 00:00:06;0;0
463740;51;1.3180000000000005;166.45000000000002;48;0 days 00:27:05;0 days 00:00:09;0;11
463799;24;0.41200000000000003;40.703999999999986;24;0 days 00:01:22;0 days 00:00:04;0;6
463751;11;0.256;33.796;8;0 days 00:10:01;0 days 00:00:17;0;3
463826;7;0.052000000000000005;8.71;7;0 days 00:37:53;0 days 00:00:05;0;3
463765;36;1.5839999999999992;141.64399999999998;27;0 days 00:01:17;0 days 00:00:14;3;12
463797;34;0.5020000000000001;73.06200000000001;34;0 days 00:00:20;0 days 00:00:06;0;0
463823;12;0.11999999999999998;12.0;12;0 days 00:45:24;0 days 00:29:39;0;0
463766;120;2.7159999999999958;511.77399999999983;120;0 days 00:09:54;0 days 00:00:14;0;0
463757;4;0.014000000000000002;3.7600000000000002;4;;;0;0
463775;42;0.8980000000000002;75.86999999999999;42;0 days 00:06:49;0 days 00:00:07;0;0
463832;24;0.30200000000000005;82.434;24;0 days 00:36:53;0 days 00:00:05;0;0
463782;38;1.2880000000000003;188.39199999999997;38;0 days 00:02:36;0 days 00:00:07;0;0
463758;10;0.068;8.0;10;;;0;0
463761;20;0.35600000000000004;59.410000000000004;20;0 days 00:10:17;0 days 00:00:31;0;0
463802;12;0.198;3.6899999999999995;12;0 days 00:00:55;0 days 00:00:06;0;0
463773;34;0.7640000000000002;73.512;34;0 days 00:02:42;0 days 00:00:17;0;0
463755;2;0.004;1.2;2;;;0;0
463746;10;0.182;35.76;10;0 days 00:10:35;0 days 00:00:04;0;0
463813;2;0.02;0.3;2;0 days 00:44:20;0 days 00:00:01;0;0
463819;2;0.06;15.0;2;0 days 00:41:01;0 days 00:00:01;0;0
463811;12;0.0;4.7;12;0 days 03:29:31;0 days 00:04:57;0;0
463734;6;0.13999999999999999;32.332;6;0 days 01:30:20;0 days 00:00:04;0;0
463827;2;0.06;4.96;2;0 days 00:37:42;0 days 00:00:01;0;0
463808;2;0.166;36.252;2;0 days 00:01:09;0 days 00:05:11;0;0
463601;64;8.140000000000002;1265.5999999999995;58;0 days 07:53:03;0 days 03:20:05;48;50
463624;80;1.6600000000000001;75.067;78;0 days 09:26:17;0 days 02:21:20;5;14
463602;22;2.3200000000000007;184.50000000000003;18;0 days 02:03:00;0 days 12:27:16;8;22
463546;14;0.13999999999999999;56.0;14;0 days 02:24:45;0 days 00:02:52;6;6
463578;2;0.02;5.314;2;;;0;2
463739;4;0.026;0.716;4;0 days 01:27:08;0 days 00:00:06;0;0
463744;6;0.1;23.576;6;0 days 00:11:24;0 days 00:00:05;0;0
463753;4;0.04;2.5999999999999996;4;0 days 00:09:04;0 days 00:00:57;0;0
463814;2;0.02;0.3;2;0 days 00:44:11;0 days 00:00:01;0;0
463525;6;0.060000000000000005;3.32;6;0 days 01:25:22;0 days 00:40:15;0;0
463576;20;0.8000000000000002;91.60000000000001;20;0 days 01:56:15;0 days 00:22:40;0;0
463532;51;0.5100000000000002;4.9799999999999995;36;0 days 00:07:41;0 days 00:14:04;0;15
463519;76;2.428;135.98999999999995;76;0 days 00:14:36;0 days 00:10:52;4;6
463550;17;0.358;35.928000000000004;17;0 days 23:55:17;0 days 00:02:03;0;3
463572;8;0.04;0.0;0;;0 days 00:00:01;0;0
463535;16;0.246;38.792;16;0 days 00:03:28;0 days 00:00:05;0;0
463521;16;0.16;16.0;14;0 days 01:15:52;0 days 01:46:15;2;2
463558;6;0.22000000000000003;0.0;0;;0 days 00:00:03;0;0
463585;2;0.02;0.644;0;7 days 01:50:09;0 days 00:01:36;0;2
463566;4;0.0;0.0;0;;0 days 00:00:03;0;0
463562;6;0.0;0.0;0;;0 days 00:00:01;0;0
463595;2;0.02;0.92;2;0 days 00:00:31;0 days 00:00:03;0;0
463581;2;0.04;13.1;2;0 days 00:00:12;0 days 00:12:54;2;2
469718;112;2.008000000000001;55.817999999999984;110;;;82;84
469726;56;0.5240000000000004;54.839999999999996;56;0 days 00:30:44;0 days 00:42:15;22;22
469731;43;1.0100000000000005;104.04999999999998;43;0 days 00:01:53;0 days 00:00:07;0;39
469745;69;0.9330000000000004;309.92100000000005;69;0 days 09:08:21;0 days 00:41:41;0;69
469733;26;0.3740000000000001;43.032999999999994;26;0 days 00:01:10;0 days 00:00:14;0;18
469737;28;0.5860000000000001;76.026;28;0 days 00:23:15;0 days 00:00:06;0;8
469666;106;0.9180000000000006;135.12599999999998;103;0 days 00:00:29;0 days 00:00:14;0;44
469734;23;0.30000000000000004;49.977000000000004;20;0 days 00:01:10;0 days 00:00:05;2;23
469759;54;0.5620000000000003;121.36799999999998;54;0 days 00:45:25;0 days 00:05:17;0;14
469694;71;1.2080000000000006;188.81600000000006;71;0 days 00:30:08;0 days 00:00:10;0;9
469720;96;0.7800000000000005;75.74199999999995;84;;;0;20
469755;2;0.02;0.2;2;;0 days 00:18:09;0;2
469713;50;0.46800000000000025;33.21000000000001;48;;;0;4
469686;32;0.4680000000000002;140.43599999999998;32;0 days 01:18:43;0 days 00:00:07;0;0
469699;92;1.6119999999999999;232.82600000000005;92;0 days 00:09:16;0 days 00:00:14;0;0
469717;42;0.38000000000000017;48.07000000000002;36;;;0;2
469742;99;1.6320000000000003;179.34799999999996;99;0 days 00:03:13;0 days 00:00:19;0;3
469716;36;0.27600000000000013;49.730000000000004;28;;;0;0
469665;30;0.6620000000000001;28.520000000000003;30;0 days 01:26:15;0 days 00:00:05;0;6
469736;41;0.5000000000000002;63.1;41;0 days 04:00:09;0 days 00:00:10;0;3
469721;40;0.3380000000000001;47.98399999999999;36;;;0;0
469687;8;0.08;6.6;8;0 days 00:00:54;0 days 00:00:04;0;0
469682;12;0.236;43.45;12;0 days 00:42:11;0 days 00:00:09;0;0
469685;4;0.386;7.816;4;0 days 00:37:58;0 days 00:00:04;0;0
469701;26;0.6120000000000001;133.148;26;0 days 00:51:31;0 days 00:00:05;0;0
469715;42;0.37400000000000017;103.792;38;;;0;0
469700;6;0.04800000000000001;4.38;6;0 days 00:53:27;0 days 00:00:04;0;0
469675;2;0.06;12.0;2;0 days 00:49:21;0 days 00:00:01;0;0
469681;14;0.36200000000000004;39.124;14;;0 days 00:00:08;0;0
469671;8;0.168;32.92;8;0 days 00:53:56;0 days 00:00:04;0;0
469760;2;0.02;2.0;2;0 days 00:10:39;0 days 02:54:26;2;2
469744;4;0.04;1.5;4;0 days 00:39:18;0 days 00:26:25;0;0
469287;13;0.29000000000000004;50.97199999999999;13;0 days 00:37:36;0 days 00:00:10;0;3
469234;106;1.5580000000000007;172.465;103;0 days 00:10:23;0 days 00:00:13;0;48
469308;36;0.7260000000000003;115.07200000000002;36;0 days 00:06:54;0 days 00:00:09;0;16
469247;15;0.28;31.499999999999996;15;0 days 01:07:34;0 days 00:00:04;0;3
469310;77;2.5159999999999973;274.74400000000014;77;0 days 00:05:25;0 days 00:00:11;6;47
469311;24;0.41400000000000003;31.035999999999994;24;0 days 00:03:46;0 days 00:00:05;0;6
469324;18;0.673;47.943999999999996;18;0 days 05:58:06;0 days 00:00:07;0;6
469264;54;0.9170000000000006;168.49599999999995;54;0 days 00:07:15;0 days 00:00:07;0;6
469271;62;1.0499999999999998;88.25599999999999;62;0 days 00:06:13;0 days 00:00:09;0;0
469282;38;0.6880000000000001;92.36600000000003;38;0 days 03:24:09;0 days 00:00:07;0;0
469231;70;1.2980000000000007;211.318;70;0 days 00:01:23;0 days 00:00:10;0;0
469300;21;0.22100000000000003;20.281999999999996;21;0 days 00:22:13;0 days 00:00:07;0;3
469321;32;0.4440000000000002;55.96;32;0 days 00:01:38;0 days 00:00:06;0;0
469226;80;1.7260000000000004;246.71800000000005;80;0 days 00:13:20;0 days 00:00:10;2;2
469243;8;0.32999999999999996;16.5;8;0 days 01:12:31;0 days 00:00:04;0;0
469261;4;0.02;0.91;4;0 days 00:46:20;0 days 00:00:04;0;0
469252;22;0.5140000000000002;121.34800000000003;22;0 days 00:00:25;0 days 00:00:07;0;0
469257;10;0.21800000000000003;27.259999999999998;10;0 days 00:51:16;0 days 00:00:05;0;0
469293;14;0.32600000000000007;48.440000000000005;14;0 days 00:29:39;0 days 00:00:06;0;0
469276;38;0.4980000000000002;45.85000000000001;38;0 days 00:44:33;0 days 00:00:10;0;2
469274;32;0.20000000000000007;13.046;32;0 days 01:35:02;0 days 00:00:08;0;0
469255;4;0.028000000000000004;1.84;4;0 days 00:43:15;0 days 00:00:04;0;0
469218;6;0.048;7.304;6;0 days 02:23:48;0 days 00:00:09;0;0
469306;18;0.236;23.888;18;0 days 00:02:25;0 days 00:00:05;0;0
469301;44;0.9200000000000003;90.19;44;0 days 01:01:09;0 days 00:00:07;0;0
469221;4;0.364;55.099999999999994;4;0 days 02:00:12;0 days 00:00:04;0;0
469273;44;1.354;166.108;44;0 days 02:10:41;0 days 00:00:13;0;0
469312;10;0.776;85.52000000000001;10;0 days 00:03:51;0 days 00:00:04;0;0
469295;10;0.05600000000000001;13.277999999999999;10;;0 days 00:00:04;0;0
469290;22;0.258;40.624;22;0 days 00:34:20;0 days 00:00:06;0;0
469246;10;0.318;48.8;10;0 days 01:07:37;0 days 00:00:04;0;0
469266;12;0.18000000000000002;8.58;12;0 days 00:16:14;0 days 00:00:04;0;0
469288;4;0.028000000000000004;8.4;4;0 days 00:36:02;0 days 00:00:04;0;0
469253;8;0.42;3.296;8;0 days 00:57:02;0 days 00:00:04;0;0
469235;1;0.01;1.0;0;;;0;0
469251;4;0.06;11.120000000000001;4;0 days 00:59:49;0 days 00:00:04;0;0
469245;4;0.06;6.699999999999999;4;0 days 01:10:34;0 days 00:00:04;0;0
469267;10;0.08;48.864;10;0 days 00:22:08;0 days 00:00:06;0;0
469239;6;0.046000000000000006;1.244;6;0 days 01:07:31;0 days 00:00:05;0;0
469244;3;0.012;5.22;3;0 days 01:12:09;0 days 00:00:02;0;3
468850;138;2.1119999999999988;179.96599999999998;138;0 days 00:02:22;0 days 00:00:22;0;10
468884;108;1.4880000000000004;245.70900000000012;108;0 days 00:00:53;0 days 00:00:12;0;105
469222;4;0.02;6.59;4;0 days 01:56:14;0 days 00:00:06;0;0
469220;2;0.358;13.9;2;0 days 02:11:35;0 days 00:00:00;0;0
468873;2;0.008;1.0;2;0 days 00:06:00;0 days 00:00:01;0;0
468798;24;0.31200000000000006;70.40100000000001;15;0 days 05:32:54;0 days 00:19:54;0;0
468878;28;0.6960000000000001;54.018000000000015;28;0 days 00:27:38;0 days 00:00:08;0;4
468837;4;0.04;2.2;4;0 days 03:00:32;0 days 00:00:03;0;0
468877;16;0.13599999999999998;13.438;16;0 days 00:26:47;0 days 00:00:08;0;0
468811;9;1.304;277.956;9;0 days 05:11:49;0 days 00:29:24;0;0
468874;8;0.066;3.3920000000000003;8;0 days 00:23:01;0 days 00:00:04;0;0
468812;14;0.4630000000000001;93.114;11;0 days 05:34:27;0 days 00:16:04;0;0
468824;17;0.166;35.931000000000004;11;0 days 05:28:43;0 days 00:21:48;0;0
468865;40;0.6360000000000002;102.45800000000003;40;0 days 00:01:48;0 days 00:00:23;0;0
468892;14;0.112;10.339999999999998;14;0 days 00:11:31;0 days 00:00:06;0;0
468808;10;2.004;439.202;7;0 days 05:30:36;0 days 00:09:22;0;0
468871;4;0.06;16.2;4;0 days 00:06:16;0 days 00:00:05;0;0
468822;18;0.338;71.364;15;0 days 05:20:18;0 days 00:17:23;0;0
468848;2;0.02;10.666;2;0 days 00:07:27;0 days 00:00:04;0;0
468793;11;1.0600000000000003;224.734;11;0 days 05:36:34;0 days 00:20:23;0;0
468791;9;2.4720000000000004;537.886;9;0 days 05:22:31;0 days 00:20:48;0;0
468889;2;0.008;25.5;2;0 days 00:16:38;0 days 00:00:01;0;0
467445;148;1.7439999999999984;259.8730000000003;148;2 days 09:21:30;0 days 00:57:01;0;11
467440;72;2.4639999999999995;177.79199999999997;70;0 days 00:58:06;2 days 14:35:53;10;14
467450;117;2.6039999999999965;313.5799999999998;115;2 days 10:30:39;0 days 00:04:22;12;15
467394;90;1.86;164.112;86;0 days 00:36:22;2 days 11:34:23;6;6
467395;148;2.0380000000000003;337.5269999999996;118;2 days 11:21:44;0 days 01:51:16;32;44
467427;134;3.006999999999996;324.54;131;2 days 11:22:37;0 days 00:03:13;13;18
467452;106;2.417999999999999;247.80999999999997;102;2 days 10:44:50;0 days 01:06:43;8;18
467439;114;1.6680000000000006;301.87399999999997;112;2 days 11:23:51;0 days 00:02:28;4;4
467402;94;3.015999999999998;225.96000000000004;94;0 days 02:05:30;2 days 11:32:45;4;4
467415;88;1.9240000000000004;261.85699999999997;88;0 days 00:47:04;2 days 11:18:59;2;10
467423;164;2.6619999999999955;257.4460000000002;162;2 days 11:18:06;0 days 00:16:58;0;10
467488;15;2.396;519.871;9;0 days 14:25:32;1 days 17:29:16;0;0
467422;130;2.8539999999999957;324.9340000000001;126;2 days 07:52:46;0 days 01:19:14;4;4
467466;5;0.274;54.322;5;0 days 14:20:04;1 days 17:40:23;0;0
467478;5;1.066;230.118;5;0 days 14:22:53;1 days 17:32:40;0;0
467469;9;1.044;222.118;9;0 days 14:16:25;1 days 17:46:11;0;0
467475;5;1.6900000000000002;346.764;5;0 days 14:59:39;1 days 17:42:41;0;0
467487;5;0.958;200.386;5;0 days 14:38:53;1 days 17:40:38;0;0
467476;5;0.538;111.132;5;0 days 14:22:35;1 days 17:38:00;0;0
467163;68;9.300000000000004;1505.3999999999994;52;0 days 02:32:47;0 days 13:52:27;28;40
467161;3;0.03;1.125;3;0 days 00:10:16;0 days 00:00:01;3;3
467222;72;1.0380000000000005;81.10499999999999;72;0 days 00:21:27;0 days 00:00:05;0;6
467211;93;0.9180000000000006;124.68299999999995;93;0 days 00:44:18;0 days 00:00:10;0;93
467223;14;0.201;24.07;14;0 days 01:02:17;0 days 00:00:47;0;6
467156;2;0.02;2.0;2;0 days 00:03:44;0 days 00:00:03;0;2
467233;18;0.24200000000000005;18.04;18;0 days 00:45:59;0 days 00:00:05;0;6
467152;2;0.0;1.0;2;0 days 00:00:29;0 days 00:00:01;0;2
467255;32;0.44200000000000017;55.08;32;0 days 00:07:48;0 days 00:00:12;0;0
467245;80;1.0940000000000003;85.13000000000001;80;0 days 01:10:04;0 days 00:01:09;0;0
467217;66;0.5960000000000003;86.418;66;0 days 00:04:23;0 days 00:00:10;0;0
467188;8;0.108;2.8120000000000003;8;0 days 02:48:53;0 days 00:00:04;0;0
467147;15;0.23800000000000004;47.734;15;1 days 07:29:41;0 days 00:19:49;0;0
467191;14;0.362;29.844000000000005;14;0 days 02:23:54;0 days 00:00:04;0;0
467193;2;0.052;10.84;2;0 days 00:09:22;0 days 00:01:28;0;0
467227;4;0.02;0.652;4;0 days 00:38:55;0 days 00:00:05;0;0
467194;22;0.40800000000000014;73.68799999999999;22;0 days 00:20:35;0 days 00:00:06;0;0
467254;8;0.064;4.38;8;0 days 00:11:23;0 days 00:00:08;0;0
467237;6;0.05399999999999999;12.440000000000001;6;0 days 00:21:07;0 days 00:00:06;0;0
467181;4;0.04;4.872;4;0 days 03:58:36;0 days 00:00:04;0;0
466977;42;1.6800000000000008;212.76000000000002;42;0 days 01:34:14;0 days 00:35:44;6;18
467043;118;4.669999999999989;966.1860000000004;102;1 days 13:11:57;0 days 00:21:36;20;22
466935;10;0.09999999999999999;8.52;4;0 days 00:09:40;0 days 02:37:34;6;6
466936;16;0.16;28.0;10;0 days 00:21:10;0 days 01:00:24;10;10
466998;157;1.7720000000000005;262.6000000000001;151;0 days 00:00:27;0 days 00:02:41;3;21
466978;40;1.6000000000000008;197.64000000000001;40;0 days 01:08:53;0 days 00:05:45;0;6
467001;40;2.8979999999999997;99.00999999999999;40;;;4;6
467221;2;0.02;0.8;2;0 days 00:51:45;0 days 00:00:01;0;0
467249;2;0.132;26.53;2;0 days 00:09:37;0 days 00:03:43;0;0
467003;70;0.3940000000000002;77.63000000000001;70;;;2;6
467002;14;1.7200000000000002;354.008;14;0 days 00:00:44;0 days 00:02:04;0;0
467018;2;0.194;70.526;2;0 days 00:06:30;0 days 00:06:39;0;0
466915;32;0.32600000000000007;75.23799999999997;32;0 days 00:52:32;0 days 00:00:06;0;2
467020;4;2.034;397.194;4;0 days 00:00:17;0 days 00:03:19;0;0
466942;6;0.0;0.0;6;0 days 04:00:13;0 days 00:00:01;0;0
466989;8;0.08;0.0;8;0 days 01:16:48;0 days 00:55:24;0;0
467012;2;0.0;11.2;2;0 days 00:58:59;0 days 00:09:11;2;2
466997;2;0.006;0.36;0;2 days 05:35:50;0 days 00:02:13;0;2
467022;4;0.08;9.6;0;15 days 19:22:26;0 days 00:00:42;0;0
466913;2;0.008;0.88;2;0 days 00:24:03;0 days 00:00:01;0;0
466595;98;3.3679999999999977;399.1609999999997;92;0 days 10:58:36;0 days 00:15:13;10;22
466668;106;15.600000000000026;3120.0;106;0 days 00:00:16;0 days 00:01:32;16;20
466609;94;1.900000000000001;125.7320000000001;90;0 days 11:26:33;0 days 00:18:32;2;4
466664;109;1.7130000000000005;175.03000000000011;104;0 days 08:43:33;0 days 00:36:23;5;19
466624;150;1.724;309.60200000000015;150;0 days 05:03:12;0 days 06:10:35;8;12
466635;119;1.4620000000000004;380.966;117;0 days 10:06:15;0 days 02:00:57;4;11
466614;79;1.5380000000000005;247.59599999999998;77;0 days 08:50:28;0 days 02:11:52;4;9
466638;88;1.5580000000000005;168.89200000000005;86;0 days 10:39:14;0 days 00:29:14;8;10
466666;82;0.8690000000000005;114.83599999999997;82;0 days 11:06:05;0 days 00:14:34;4;14
467019;2;0.02;2.98;0;0 days 00:00:22;0 days 00:07:05;0;0
466671;70;2.1549999999999976;485.63599999999974;40;0 days 09:00:28;0 days 00:26:40;0;0
466592;87;2.365999999999999;284.324;80;0 days 09:44:21;0 days 02:27:29;6;17
466629;87;2.7399999999999975;180.68500000000003;87;0 days 01:32:28;0 days 12:38:04;6;9
466642;40;0.5300000000000002;59.12999999999999;40;;0 days 10:55:30;0;2
466632;97;2.823999999999998;244.8779999999999;95;0 days 09:25:21;0 days 01:45:43;6;11
466652;103;2.522;210.763;101;0 days 08:02:23;0 days 01:49:48;2;10
466636;98;2.1399999999999992;201.12600000000003;94;0 days 02:36:28;0 days 10:31:26;6;14
466621;92;1.1660000000000004;255.01800000000017;92;0 days 09:53:59;0 days 02:15:00;2;2
466616;99;2.6659999999999995;241.70200000000017;99;0 days 11:36:14;0 days 00:08:25;16;19
466604;67;0.7080000000000003;157.32800000000003;67;0 days 13:58:21;0 days 00:09:44;2;9
466674;8;0.376;63.542;8;0 days 00:08:43;0 days 10:15:33;0;0
466603;2;0.04;5.716;2;0 days 00:00:24;0 days 00:00:02;0;0
465802;114;2.597999999999997;215.42800000000008;114;2 days 10:25:03;1 days 01:23:07;20;24
465727;98;12.000000000000007;1924.099999999999;60;0 days 10:59:36;3 days 03:16:44;72;76
465712;6;0.060000000000000005;0.8;4;;;6;6
465789;80;3.587999999999999;241.84400000000008;66;3 days 04:02:46;0 days 06:53:21;12;14
465778;97;2.4119999999999986;210.15499999999992;91;0 days 00:22:41;3 days 11:58:02;11;15
465742;179;4.568999999999994;601.0119999999996;179;2 days 22:45:13;0 days 12:40:33;21;47
465791;158;4.57699999999999;375.13199999999995;150;3 days 11:09:12;0 days 00:10:33;32;40
465749;98;2.3539999999999996;417.7940000000001;98;3 days 11:23:20;0 days 00:20:55;4;4
465794;78;2.3060000000000005;178.18;76;2 days 16:15:26;0 days 18:37:57;10;10
465798;124;3.875999999999993;572.2659999999998;118;0 days 14:02:35;2 days 20:59:16;16;20
465744;91;3.371999999999999;210.1740000000001;91;0 days 10:42:59;3 days 01:36:35;11;13
465764;103;2.0479999999999996;162.32000000000014;103;0 days 14:37:01;2 days 22:31:54;2;9
465752;62;1.2380000000000004;148.57200000000006;62;3 days 11:25:25;0 days 00:18:44;0;0
465753;64;1.1460000000000006;122.22200000000001;64;3 days 11:24:12;0 days 00:18:46;0;0
465694;15;0.6;13.700000000000001;15;3 days 13:14:16;0 days 07:18:22;0;3
465707;8;0.16;39.04;0;0 days 00:15:30;0 days 00:26:28;8;8
465568;44;0.5820000000000002;78.16599999999997;42;0 days 02:01:21;0 days 00:00:32;32;38
465531;54;1.1260000000000001;68.41000000000001;51;0 days 00:12:26;0 days 00:04:37;3;18
465518;54;0.7400000000000004;98.00999999999996;54;0 days 01:30:02;0 days 00:01:19;12;20
465557;123;2.1069999999999984;172.54400000000012;123;0 days 00:12:17;0 days 00:00:14;2;123
465551;43;0.6680000000000004;144.95900000000003;43;0 days 00:15:11;0 days 00:00:08;0;43
465470;5;0.068;14.44;5;0 days 04:01:20;0 days 00:00:03;0;5
465481;42;0.8900000000000003;109.86599999999997;42;0 days 00:02:25;0 days 00:00:09;0;8
465498;26;0.28600000000000003;29.280000000000005;26;0 days 01:31:32;0 days 00:00:06;0;4
465485;84;1.448;145.64999999999995;84;;0 days 00:00:10;0;6
465535;3;0.0;0.8999999999999999;3;0 days 01:13:06;0 days 00:04:56;0;3
465476;6;0.756;118.3;6;0 days 00:07:26;0 days 00:00:05;0;4
465494;62;0.9320000000000005;120.104;62;0 days 08:11:25;0 days 00:00:09;0;0
465528;26;0.3440000000000001;51.286;26;3 days 22:01:38;0 days 00:05:19;0;0
465479;33;2.7049999999999987;547.154;30;0 days 00:00:24;0 days 00:03:19;0;0
465480;111;0.8360000000000006;112.17599999999999;105;0 days 00:00:34;0 days 00:00:15;0;11
465490;50;1.1480000000000004;122.016;50;0 days 00:23:57;0 days 00:00:08;0;0
465459;75;0.5700000000000004;71.86999999999999;75;0 days 01:00:14;0 days 00:00:11;0;3
465512;4;0.29000000000000004;21.648;4;0 days 01:34:25;0 days 00:00:02;0;0
465468;12;0.146;19.887999999999998;12;0 days 00:05:44;0 days 00:00:04;0;0
465467;2;0.02;1.524;2;0 days 00:08:37;0 days 00:00:01;0;0
465534;12;0.166;5.554;12;0 days 00:47:31;0 days 00:04:03;0;0
465457;5;0.05;5.0;5;0 days 00:12:33;0 days 00:00:01;0;0
465552;8;0.11399999999999999;22.759999999999998;8;0 days 00:54:01;0 days 00:00:56;6;6
465520;2;0.02;0.638;2;0 days 01:28:18;0 days 00:02:03;0;0
469516;75;1.9940000000000004;188.85699999999997;75;1 days 10:33:47;0 days 23:18:06;5;19
469484;142;4.077999999999993;673.7509999999996;130;2 days 09:59:13;0 days 01:27:25;27;46
469490;139;2.461999999999996;268.26800000000003;136;1 days 10:02:31;1 days 01:18:37;25;35
469453;180;3.6879999999999957;414.2270000000001;176;0 days 02:28:52;2 days 12:12:59;20;64
469523;145;3.031999999999992;299.6940000000002;135;2 days 08:45:02;0 days 01:16:48;12;17
467378;144;3.2939999999999983;373.99000000000007;144;2 days 12:02:52;0 days 00:16:26;8;8
467303;188;1.9200000000000004;309.09399999999994;186;4 days 02:35:02;0 days 00:00:30;10;12
467388;131;1.0270000000000006;163.33400000000006;131;2 days 01:59:05;0 days 11:19:51;2;17
467267;80;2.0240000000000005;211.73600000000005;80;;0 days 03:58:53;4;4
467353;86;2.122;207.45799999999997;86;;;8;86
467263;14;0.0;0.0;10;0 days 00:33:46;0 days 01:15:38;4;4
467384;98;1.0480000000000005;151.04000000000005;96;1 days 11:50:10;1 days 00:26:15;2;6
467333;14;0.13999999999999999;20.0;14;0 days 00:36:51;0 days 00:28:20;4;6
467265;114;0.9620000000000005;245.6620000000001;114;0 days 00:01:21;0 days 00:00:16;0;52
467270;47;0.35200000000000015;25.278;47;0 days 03:35:07;0 days 00:00:08;0;5
467382;78;0.9020000000000004;104.09800000000003;78;0 days 00:31:27;2 days 11:40:53;0;32
467272;54;0.4070000000000002;39.290000000000006;54;0 days 00:03:07;0 days 00:00:11;0;11
467327;8;0.08;5.992;0;4 days 23:04:36;0 days 00:01:43;0;6
467266;75;0.9500000000000004;176.152;75;0 days 00:10:39;0 days 00:00:10;0;11
467279;36;0.5140000000000001;55.777999999999984;36;0 days 00:10:49;0 days 00:00:06;0;6
467325;66;2.0389999999999993;79.20600000000002;66;0 days 00:52:14;0 days 00:00:11;0;6
467346;8;0.08;0.0;8;0 days 00:17:00;0 days 00:45:46;0;0
467286;8;0.096;11.856000000000002;8;0 days 00:08:50;0 days 00:00:08;0;0
467260;6;0.254;10.78;6;0 days 07:20:40;0 days 00:00:10;0;0
467329;34;0.8540000000000003;166.342;34;0 days 02:08:01;0 days 00:00:05;0;0
467284;22;0.5980000000000001;112.61799999999998;22;0 days 00:09:24;0 days 00:00:05;0;0
467280;12;0.136;5.416;12;0 days 00:10:45;0 days 00:00:06;0;0
467288;8;0.344;7.915999999999999;8;0 days 00:08:18;0 days 00:00:09;0;0
467361;2;0.0;0.392;0;9 days 22:04:35;0 days 00:00:38;0;0
467339;6;0.02;1.8;6;2 days 22:25:08;0 days 00:00:05;0;0
467343;2;0.04;0.0;2;2 days 22:22:28;0 days 00:00:01;0;0
467074;93;4.599999999999998;669.5500000000001;83;0 days 02:02:15;1 days 10:43:07;37;39
467051;80;1.5280000000000007;209.11600000000004;78;0 days 02:01:36;1 days 16:21:03;10;16
467096;116;1.3860000000000006;237.28799999999995;114;1 days 10:50:37;0 days 00:05:15;6;11
467080;127;2.8889999999999976;246.73000000000002;123;1 days 10:12:10;0 days 00:58:09;8;33
467122;96;2.1849999999999965;481.0499999999996;56;1 days 07:21:28;0 days 00:08:17;4;4
467053;144;1.8099999999999994;280.902;142;0 days 22:16:38;0 days 12:51:01;10;10
467057;117;1.3780000000000003;188.5840000000001;112;0 days 09:05:44;1 days 01:03:24;12;20
467048;91;2.1100000000000008;119.36100000000002;91;0 days 01:37:04;1 days 11:34:43;0;9
467061;78;1.1040000000000005;189.35199999999998;75;0 days 00:30:04;1 days 10:59:52;3;10
467072;90;2.3379999999999996;191.71399999999994;90;0 days 00:54:46;1 days 10:58:31;2;16
467070;78;0.8810000000000006;106.72799999999994;78;0 days 13:15:01;0 days 20:27:19;0;12
467046;106;2.5699999999999994;114.46999999999997;106;1 days 11:58:04;0 days 00:21:52;2;10
